dense1.weight,dense2.weight
0.027142491191625595,0.029753336682915688
0.01583677902817726,0.008372084237635136
0.004584739916026592,0.004148037172853947
0.004040957428514957,0.0029104158747941256
0.004844866693019867,0.003720237407833338
0.005081680603325367,0.003084843046963215
0.0035709883086383343,0.0025262772105634212
0.005627100355923176,0.0029076936189085245
0.004760926589369774,0.0028920930344611406
0.00810294970870018,0.002926778979599476
0.007780567742884159,0.002996055642142892
0.0034502793569117785,0.003270053071901202
0.003149606753140688,0.0024290757719427347
0.005968593992292881,0.0031120344065129757
0.0032217176631093025,0.00249973451718688
0.004510178230702877,0.002716382034122944
0.005714843049645424,0.0023595255333930254
0.0030503305606544018,0.002483428455889225
0.004896229133009911,0.0026206483598798513
0.004914393182843924,0.002433791058138013
0.0037981283385306597,0.0021508955396711826
0.0028947703540325165,0.002495319116860628
0.0030607925727963448,0.0024847956374287605
0.002930323127657175,0.002460918854922056
0.003064962336793542,0.0025309256743639708
0.0034365009050816298,0.0024157767184078693
0.002775196684524417,0.0024758765939623117
0.008550533093512058,0.002476281486451626
0.0027067039627581835,0.0024898331612348557
0.002706882543861866,0.0026255629491060972
0.0036467823665589094,0.0026107190642505884
0.0025507938116788864,0.0023533981293439865
0.0033534555695950985,0.002243484603241086
0.004029085393995047,0.0026737290900200605
0.011170310899615288,0.0029641762375831604
0.007639705203473568,0.0027607169467955828
0.0027147673536092043,0.002063372638076544
0.004994987975805998,0.002362241968512535
0.0026589029002934694,0.0019976780749857426
0.0046029300428926945,0.0022016020957380533
0.003286284627392888,0.0020440362859517336
0.004046288318932056,0.00222097453661263
0.0022976582404226065,0.0019864863716065884
0.008421922102570534,0.003210980910807848
0.0025462210178375244,0.00206570397131145
0.0037207878194749355,0.0022490015253424644
0.005019700154662132,0.0026189612690359354
0.0022511198185384274,0.0018285774858668447
0.002520057838410139,0.002040743362158537
0.0030409018509089947,0.0019422986079007387
